"Class","Name","Icon Path"
"CUP_1Rnd_SmokeGreen_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_green_ca.paa"
"CUP_1Rnd_SmokeGreen_M203","","\A3\Weapons_f\Data\UI\gear_UGL_Smokeshell_green_CA.paa"
"CUP_1Rnd_SmokeRed_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_red_ca.paa"
"CUP_1Rnd_SmokeRed_M203","","\A3\Weapons_f\Data\UI\gear_UGL_Smokeshell_red_CA.paa"
"CUP_1Rnd_SmokeYellow_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_yellow_ca.paa"
"CUP_1Rnd_SmokeYellow_M203","","\A3\Weapons_f\Data\UI\gear_UGL_Smokeshell_yellow_CA.paa"
"CUP_1Rnd_StarCluster_Green_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Green_CA.paa"
"CUP_1Rnd_StarCluster_Red_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Red_CA.paa"
"CUP_1Rnd_StarCluster_White_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_CA.paa"
"CUP_1Rnd_StarFlare_Green_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Green_CA.paa"
"CUP_1Rnd_StarFlare_Red_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Red_CA.paa"
"CUP_1Rnd_StarFlare_White_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_CA.paa"
"CUP_2000Rnd_23mm_AZP23_M","",""
"CUP_2000Rnd_TE1_Green_Tracer_762x54_PKT_M","",""
"CUP_2000Rnd_TE1_Red_Tracer_30mm_AK630_M","",""
"CUP_2000Rnd_TE1_Red_Tracer_762x51_M134_M","",""
"CUP_2000Rnd_TE1_Red_Tracer_762x54_PKT_M","",""
"CUP_2000Rnd_TE1_White_Tracer_762x51_M134_M","",""
"CUP_2000Rnd_TE1_White_Tracer_762x54_PKT_M","",""
"CUP_2000Rnd_TE1_Yellow_Tracer_762x54_PKT_M","",""
"CUP_2000Rnd_TE5_Red_Tracer_762x51_M134_M","",""
"CUP_2000Rnd_TE5_White_Tracer_762x51_M134_M","",""
"CUP_200Rnd_TE1_Green_Tracer_762x54_PKT_M","",""
"CUP_200Rnd_TE1_LRT4_Red_Tracer_762x51_Belt_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m240_ca.paa"
"CUP_200Rnd_TE1_Red_Tracer_127x99_M","",""
"CUP_200Rnd_TE1_Red_Tracer_30mmAPFSDS_M","",""
"CUP_200Rnd_TE1_Red_Tracer_30mmGPR_M","",""
"CUP_200Rnd_TE1_Red_Tracer_40mmAPFSDS_M","",""
"CUP_200Rnd_TE1_Red_Tracer_40mmGPR_M","",""
"CUP_200Rnd_TE1_Red_Tracer_556x45_M249","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE1_Red_Tracer_556x45_M249_Pouch","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m245_ca.paa"
"CUP_200Rnd_TE1_Red_Tracer_762x54_PKT_M","",""
"CUP_200Rnd_TE1_White_Tracer_762x54_PKT_M","",""
"CUP_200Rnd_TE1_Yellow_Tracer_762x54_PKT_M","",""
"CUP_200Rnd_TE4_Green_Tracer_556x45_L110A1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Green_Tracer_556x45_M249","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Green_Tracer_556x45_M249_Pouch","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m245_ca.paa"
"CUP_200Rnd_TE4_LRT4_Red_Tracer_762x51_Belt_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m240_ca.paa"
"CUP_200Rnd_TE4_LRT4_White_Tracer_762x51_Belt_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m240_ca.paa"
"CUP_200Rnd_TE4_Red_Tracer_556x45_L110A1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Red_Tracer_556x45_M249","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Red_Tracer_556x45_M249_Pouch","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m245_ca.paa"
"CUP_200Rnd_TE4_White_Tracer_762x51_M240_M","",""
"CUP_200Rnd_TE4_Yellow_Tracer_556x45_L110A1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Yellow_Tracer_556x45_M249","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m249_ca.paa"
"CUP_200Rnd_TE4_Yellow_Tracer_556x45_M249_Pouch","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_m245_ca.paa"
"CUP_20Rnd_100mmHEAT_D10","",""
"CUP_20Rnd_127mm_Mk45_HE","",""
"CUP_20Rnd_127mm_Mk45_ILLUM","",""
"CUP_20Rnd_127mm_Mk45_LG","",""
"CUP_20Rnd_46x30_MP7","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mp7x20_ca.paa"
"CUP_20Rnd_545x39_AKSU_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aksu_ca.paa"
"CUP_20Rnd_556x45_Stanag","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20stanag_CA.paa"
"CUP_20Rnd_556x45_Stanag_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20stanag_CA.paa"
"CUP_20Rnd_556x45_Stanag_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20stanag_CA.paa"
"CUP_20Rnd_556x45_Stanag_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20stanag_CA.paa"
"CUP_20Rnd_762x39_AMD63_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_amd_ca.paa"
"CUP_20Rnd_762x51_B_M110","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M110_ca.paa"
"CUP_20Rnd_762x51_B_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_ca.paa"
"CUP_20Rnd_762x51_B_SCAR_bkl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_blk_ca.paa"
"CUP_20Rnd_762x51_B_SCAR_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_wdl_ca.paa"
"CUP_20Rnd_762x51_CZ805B","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_20Rnd_762x51_DMR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_us_dmr_ca.paa"
"CUP_20Rnd_762x51_FNFAL_Desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_desert_ca.paa"
"CUP_20Rnd_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_ca.paa"
"CUP_20Rnd_762x51_FNFAL_Woodland_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_camo_ca.paa"
"CUP_20Rnd_762x51_G3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g3_ca.paa"
"CUP_20Rnd_762x51_HK417","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_ca.paa"
"CUP_20Rnd_762x51_HK417_Camo_Desert","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_desert_ca.paa"
"CUP_20Rnd_762x51_HK417_Camo_Wood","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_wood_ca.paa"
"CUP_20Rnd_762x51_L129_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20stanag_CA.paa"
"CUP_20Rnd_85mmHEFRAG_D5","",""
"CUP_20Rnd_9x39_SP5_GROZA_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_groza_CA.paa"
"CUP_20Rnd_9x39_SP5_VSS_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_VSSx20_CA.paa"
"CUP_20Rnd_B_765x17_Ball_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20rnd_sa61_ca.paa"
"CUP_20Rnd_B_AA12_74Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12slug_ca.paa"
"CUP_20Rnd_B_AA12_Bird_4","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_0","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_00","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_2","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Buck_4","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_HE","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12he_ca.paa"
"CUP_20Rnd_B_AA12_Pellets","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12_ca.paa"
"CUP_20Rnd_B_AA12_Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aa12slug_ca.paa"
"CUP_20Rnd_B_Saiga12_74Pellets_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_20_Saiga12K_CA.paa"
"CUP_20Rnd_B_Saiga12_74Slug_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_20_Saiga12K_CA.paa"
"CUP_20Rnd_Subsonic_545x39_AKSU_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_aksu_ca.paa"
"CUP_20Rnd_Subsonic_762x39_AMD63_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_amd_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_CZ805B","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_DMR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_us_dmr_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_FNFAL_Desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_desert_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_FNFAL_Woodland_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_camo_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_G3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g3_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_HK417","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_M110","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M110_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_SCAR_bkl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_blk_ca.paa"
"CUP_20Rnd_TE1_Green_Tracer_762x51_SCAR_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_wdl_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_105mmSABOT_M68_Cannon_M","",""
"CUP_20Rnd_TE1_Red_Tracer_120mmHE_M256_Cannon_M","",""
"CUP_20Rnd_TE1_Red_Tracer_120mmSABOT_M256_Cannon_M","",""
"CUP_20Rnd_TE1_Red_Tracer_762x51_CZ805B","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_DMR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_us_dmr_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_FNFAL_Desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_desert_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_FNFAL_Woodland_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_camo_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_G3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g3_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_HK417","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_M110","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M110_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_SCAR_bkl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_blk_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_762x51_SCAR_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_wdl_ca.paa"
"CUP_20Rnd_TE1_Red_Tracer_L31_L30A1_Cannon_M","",""
"CUP_20Rnd_TE1_White_Tracer_762x51_CZ805B","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_20Rnd_TE1_White_Tracer_762x51_DMR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_us_dmr_ca.paa"
"CUP_20Rnd_TE1_White_Tracer_762x51_M110","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M110_ca.paa"
"CUP_20Rnd_TE1_White_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_ca.paa"
"CUP_20Rnd_TE1_White_Tracer_762x51_SCAR_bkl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_blk_ca.paa"
"CUP_20Rnd_TE1_White_Tracer_762x51_SCAR_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_wdl_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_CZ805B","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_DMR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_us_dmr_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_FNFAL_Desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_desert_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_FNFAL_Woodland_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_20fal_camo_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_G3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g3_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_HK417","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_hk417_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_M110","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M110_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_SCAR_bkl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_blk_ca.paa"
"CUP_20Rnd_TE1_Yellow_Tracer_762x51_SCAR_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mk17_wdl_ca.paa"
"CUP_210Rnd_TE1_Red_Tracer_25mm_M242_APFSDS","",""
"CUP_210Rnd_TE1_Red_Tracer_25mm_M242_HE","",""
"CUP_21Rnd_9x19_M17_Black","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_glock17_CA.paa"
"CUP_21Rnd_9x19_M17_Coyote","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_glock17_CA.paa"
"CUP_21Rnd_9x19_M17_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_glock17_CA.paa"
"CUP_21Rnd_TE1_Red_Tracer_120mm_DM11_Cannon_M","",""
"CUP_21Rnd_TE1_Red_Tracer_120mm_DM63_Cannon_M","",""
"CUP_220Rnd_TE1_Red_Tracer_25mm_GAU22_M","",""
"CUP_220Rnd_TE1_White_Tracer_30mm_GAU22_M","",""
"CUP_22Rnd_100mm_HE_2A70","",""
"CUP_22Rnd_125mmHE_T72","",""
"CUP_22Rnd_2A46_APFSDS_T_M","",""
"CUP_230Rnd_TE1_Green_Tracer_30mmAP_2A42_M","",""
"CUP_230Rnd_TE1_Green_Tracer_30mmHE_2A42_M","",""
"CUP_230Rnd_TE1_Red_Tracer_30mmAP_2A42_M","",""
"CUP_230Rnd_TE1_Red_Tracer_30mmHE_2A42_M","",""
"CUP_230Rnd_TE1_White_Tracer_30mmAP_2A42_M","",""
"CUP_230Rnd_TE1_White_Tracer_30mmHE_2A42_M","",""
"CUP_230Rnd_TE1_Yellow_Tracer_30mmAP_2A42_M","",""
"CUP_230Rnd_TE1_Yellow_Tracer_30mmHE_2A42_M","",""
"CUP_23Rnd_TE1_Red_Tracer_105mmHEAT_M68_Cannon_M","",""
"CUP_2400Rnd_TE1_Red_Tracer_GAU19_M","",""
"CUP_24Rnd_CRV7_C15_HE_M","",""
"CUP_24Rnd_CRV7_C15_KEP_M","",""
"CUP_24Rnd_CRV7_C18_HE_M","",""
"CUP_24Rnd_CRV7_C18_KEP_M","",""
"CUP_24Rnd_CRV7_FAT_M","",""
"CUP_250Rnd_TE1_30mm_GSh302K_HE_M","",""
"CUP_250Rnd_TE1_Green_Tracer_30mmAP_2A42_M","",""
"CUP_250Rnd_TE1_Green_Tracer_30mmHE_2A42_M","",""
"CUP_250Rnd_TE1_Green_Tracer_762x54_PKT_M","",""
"CUP_250Rnd_TE1_Red_Tracer_127x99_M","",""
"CUP_250Rnd_TE1_Red_Tracer_30mmAP_2A42_M","",""
"CUP_250Rnd_TE1_Red_Tracer_30mmHE_2A42_M","",""
"CUP_250Rnd_TE1_Red_Tracer_762x54_PKT_M","",""
"CUP_250Rnd_TE1_White_Tracer_30mmAP_2A42_M","",""
"CUP_250Rnd_TE1_White_Tracer_30mmHE_2A42_M","",""
"CUP_250Rnd_TE1_White_Tracer_762x54_PKT_M","",""
"CUP_250Rnd_TE1_Yellow_Tracer_30mmAP_2A42_M","",""
"CUP_250Rnd_TE1_Yellow_Tracer_30mmHE_2A42_M","",""
"CUP_250Rnd_TE1_Yellow_Tracer_762x54_PKT_M","",""
"CUP_250Rnd_TE2_Green_Tracer_GSh23_23mm_APHE_M","",""
"CUP_250Rnd_TE2_Red_Tracer_GSh23_23mm_APHE_M","",""
"CUP_250Rnd_TE2_Yellow_Tracer_GSh23_23mm_APHE_M","",""
"CUP_25Rnd_556x45_Famas","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_CA.paa"
"CUP_25Rnd_556x45_Famas_Arid","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_arid_CA.paa"
"CUP_25Rnd_556x45_Famas_Arid_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_arid_CA.paa"
"CUP_25Rnd_556x45_Famas_Arid_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_arid_CA.paa"
"CUP_25Rnd_556x45_Famas_Arid_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_arid_CA.paa"
"CUP_25Rnd_556x45_Famas_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_CA.paa"
"CUP_25Rnd_556x45_Famas_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_CA.paa"
"CUP_25Rnd_556x45_Famas_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_CA.paa"
"CUP_25Rnd_556x45_Famas_Wood","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_wood_CA.paa"
"CUP_25Rnd_556x45_Famas_Wood_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_wood_CA.paa"
"CUP_25Rnd_556x45_Famas_Wood_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_wood_CA.paa"
"CUP_25Rnd_556x45_Famas_Wood_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_25famas_wood_CA.paa"
"CUP_25Rnd_762x51_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_25Rnd_762x51_Green_Tracers_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_25Rnd_762x51_Red_Tracers_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_25Rnd_TE1_Red_Tracer_L27A1_L30A1_Cannon_M","",""
"CUP_28Rnd_FFAR_M","",""
"CUP_29Rnd_30mm_AGS30_M","",""
"CUP_2Rnd_AGM114K_Hellfire_II_M","",""
"CUP_2Rnd_AGM65_Maverick_M","",""
"CUP_2Rnd_AGM_2Rack_M","",""
"CUP_2Rnd_AGM_Rack_M","",""
"CUP_2Rnd_AIM_9L_Sidewinder_External_M","",""
"CUP_2Rnd_AIM_9L_Sidewinder_Internal_M","",""
"CUP_2Rnd_AT2_DummyRack_M","",""
"CUP_2Rnd_AT6_DummyRack_M","",""
"CUP_2Rnd_AT9_DummyRack_M","",""
"CUP_2Rnd_BRU55_Rack_M","",""
"CUP_2Rnd_CRV7_Pod_12_M","",""
"CUP_2Rnd_CRV7_Pod_19_M","",""
"CUP_2Rnd_FAB250_M","",""
"CUP_2Rnd_GBU12_M","",""
"CUP_2Rnd_GSh23_Pod_Heli_M","",""
"CUP_2Rnd_Hydra_Pod_19_Full_M","",""
"CUP_2Rnd_Hydra_Pod_19_M","",""
"CUP_2Rnd_Hydra_Pod_7_Full_M","",""
"CUP_2Rnd_Hydra_Pod_7_M","",""
"CUP_2Rnd_Igla_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_igla_ca.paa"
"CUP_2Rnd_Igla_Rack_Twin_M","",""
"CUP_2Rnd_Mk82_M","",""
"CUP_2Rnd_MK82_Rack_M","",""
"CUP_2Rnd_pylonblank_M","",""
"CUP_2Rnd_S5_Pod_Big_M","",""
"CUP_2Rnd_S5_Pod_Small_M","",""
"CUP_2Rnd_S8_Pod_Air_M","",""
"CUP_2Rnd_S8_Pod_Heli_M","",""
"CUP_2Rnd_Sidewinder_A10_Pod_M","",""
"CUP_2Rnd_Stinger_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_stinger_ca.paa"
"CUP_2Rnd_TOW2_M","",""
"CUP_2Rnd_TOW_M","",""
"CUP_2Rnd_Vikhr_Rack_6Rnd_M","",""
"CUP_3000Rnd_TE4_Red_Tracer_37mm_Type76_M","",""
"CUP_300Rnd_TE1_Red_Tracer_25mm_GAU12_M","",""
"CUP_30Rnd_105mmHE_M119_M","",""
"CUP_30Rnd_105mmILLUM_M119_M","",""
"CUP_30Rnd_105mmLASER_M119_M","",""
"CUP_30Rnd_105mmSMOKE_M119_M","",""
"CUP_30Rnd_105mmWP_M119_M","",""
"CUP_30Rnd_122mmAT_D30_M","",""
"CUP_30Rnd_122mmHE_D30_M","",""
"CUP_30Rnd_122mmILLUM_D30_M","",""
"CUP_30Rnd_122mmLASER_D30_M","",""
"CUP_30Rnd_122mmSMOKE_D30_M","",""
"CUP_30Rnd_122mmWP_D30_M","",""
"CUP_30Rnd_45ACP_Green_Tracer_M3A1_BLK_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Green_Tracer_M3A1_GRN_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Green_Tracer_M3A1_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Green_Tracer_M3A1_SND_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Green_Tracer_MAC10_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_M3A1_BLK_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_M3A1_GRN_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_M3A1_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_M3A1_SND_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_MAC10_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Red_Tracer_M3A1_BLK_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Red_Tracer_M3A1_GRN_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Red_Tracer_M3A1_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Red_Tracer_M3A1_SND_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Yellow_Tracer_M3A1_BLK_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Yellow_Tracer_M3A1_GRN_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Yellow_Tracer_M3A1_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
